name,year,miles,price,accidents,Owner,exterior_color,interior_color
Ford Escape,2017,66095,13009,0,2,White,Black
Ford Transit Passenger Wagon,2022,34735,52997,0,1,White,Black
Ford Escape,2017,104814,9950,0,2,Black,Black
Land Rover Range Rover Sport,2020,58917,38775,0,1,White,Unknown
Mercedes-Benz GLC,2022,56463,31995,0,1,White,Black
Land Rover Discovery Sport,2016,117120,15995,0,2,Black,Black
Ford Explorer,2020,41568,30998,0,1,White,Beige
Honda Civic,2014,103064,11500,0,2,Gray,Gray
Maserati Ghibli,2019,17904,36987,0,1,White,Black
Chrysler Pacifica,2022,23813,31998,0,2,Black,Black
Volvo V60,2020,16883,32991,0,2,White,Unknown
Genesis G70,2023,4818,37000,0,1,Blue,Gray
GMC Yukon,2015,90045,23999,0,2,Black,Black
Toyota Sienna,2015,113479,19998,0,1,Silver,Black
Toyota Corolla,2021,53024,18099,0,1,Blue,Gray
Volvo XC90,2020,35793,33395,0,1,Gray,Beige
Cadillac XT4,2021,14617,31995,0,1,White,Black
BMW X3,2020,18784,29171,0,1,Gray,Black
BMW 3 Series,2017,57798,19998,1,3,White,Black
Mercedes-Benz R-Class,2012,163810,8995,0,2,White,Beige
Honda Odyssey,2018,58553,29468,0,1,Black,Black
Ford Transit Connect Van,2019,82497,20997,0,1,White,Black
Chevrolet Silverado 1500,2020,38367,35998,1,1,Black,Black
Porsche Cayman,2007,102373,16981,0,4,Silver,Black
Audi A5,2018,50180,28333,1,2,White,Brown
Audi A5,2015,105026,14995,0,2,Black,Black
INFINITI QX60,2019,66885,21498,0,1,White,Beige
Ford Explorer,2002,158000,4400,0,3,Black,Unknown
BMW X5,2021,38845,41998,0,1,Black,Unknown
Ford Explorer,2020,50559,24988,0,1,Red,Black
GMC Sierra 1500,2021,56315,46222,1,2,Black,Black
BMW X1,2018,49680,22998,2,3,White,Black
Mercedes-Benz GLE,2021,22440,45997,0,1,White,Black
Hyundai Sonata,2017,132076,8569,0,2,White,Gray
GMC Terrain,2020,63102,19300,0,1,Black,Black
Audi S7,2022,16155,73865,1,2,White,Red
Toyota Tacoma,2021,33465,34732,0,1,Black,Gray
Chevrolet Impala,2004,165172,4998,0,1,Silver,Gray
Toyota Sienna,2022,59790,33994,0,1,Red,Gray
Jeep Compass,2021,45700,21700,0,1,Silver,Black
Chevrolet Express Cargo Van,2017,128705,17500,0,2,White,Gray
BMW X3,2013,119424,10000,0,1,Black,Black
Volkswagen Jetta,2014,35687,14998,0,2,Silver,Black
BMW X5,2021,49339,36498,0,1,Black,Black
BMW Z3,2000,24536,13750,0,2,Gray,Black
Mazda CX-3,2017,39086,18998,1,2,Gray,Black
Toyota Prius,2015,93421,16998,0,1,White,Gray
Mercedes-Benz CLA,2023,9070,40820,0,1,Red,Beige
Cadillac Escalade,2021,38017,80991,0,1,Black,Black
Mercedes-Benz GLC,2020,29902,27995,0,1,White,Black
Honda Civic,2021,21299,21900,0,1,Blue,Black
Dodge Challenger,2014,33306,24998,0,2,Black,Gray
Ford F-150,2020,39696,58975,0,1,Black,Black
Kia Optima,2013,69036,12995,1,1,Silver,Beige
BMW 3 Series,2011,112325,8495,1,3,Black,Black
Chevrolet Malibu,2021,62054,17998,1,1,White,Black
Mazda CX-5,2019,92172,15995,2,1,Gray,Black
Volkswagen Atlas,2021,30560,33500,2,1,Silver,Brown
Ford Bronco,2022,7511,56215,0,1,Gray,Black
Jeep Compass,2014,139011,6995,0,2,Gray,Gray
Ford F-150,2020,108847,22900,0,1,White,Gray
Nissan Rogue,2023,1942,31891,0,1,Gray,Black
Kia Optima,2020,40236,17288,0,1,Black,Black
Subaru Outback,2020,56974,21495,1,1,Blue,Gray
Chevrolet Camaro,2012,138527,8995,2,5,Black,Black
Ford Edge,2020,51820,19999,0,2,White,Beige
Saturn Aura,2007,63951,5599,0,2,Gray,Beige
Toyota RAV4,2021,18456,30987,0,1,Silver,Black
Nissan Rogue,2015,63000,13988,0,2,Silver,Black
Nissan Rogue,2023,6889,26991,0,1,Black,Black
Chevrolet Silverado 1500,2018,54592,33998,1,2,White,Black
Honda CR-V,2021,52821,22501,0,1,Silver,Black
Nissan Versa,2021,64380,15500,0,1,Gray,Gray
BMW 3 Series,2020,30161,24202,0,1,White,Black
Ford Escape,2020,35626,22998,1,1,White,Unknown
Acura TLX,2018,53680,21999,0,3,White,Black
Toyota Highlander,2021,27089,39995,0,1,Gray,Black
Nissan Rogue Sport,2022,12713,26988,0,1,White,Gray
Honda Accord,2008,110820,8998,1,1,White,Beige
Mitsubishi Outlander,2019,89075,10995,1,3,Black,Black
Ford Fusion,2019,46770,18988,0,1,Red,Black
Honda Civic,2016,46806,18995,0,1,Black,Unknown
Chrysler 300,2017,89970,13999,1,3,White,Beige
Mercedes-Benz M-Class,2013,89695,12456,0,2,Black,Beige
Toyota Camry,2020,43209,24998,2,2,White,Black
Jeep Wrangler,2020,28983,37998,0,1,Gray,Black
Cadillac Escalade,2020,22460,57995,1,1,Gray,Black
Chevrolet Silverado 1500,2021,45851,29995,0,1,Gray,Black
Mercedes-Benz GLC,2019,102692,16991,1,2,White,Black
Kia Forte,2021,31720,17995,0,1,Gray,Black
MINI Countryman,2020,15778,24000,0,1,Gray,Black
Kia Forte,2021,22073,17856,1,1,Gray,Black
Mercedes-Benz GLC,2021,13279,32495,0,1,Blue,Black
Toyota Highlander,2019,34585,26490,0,1,White,Gray
Honda Pilot,2022,25031,29408,0,1,Black,Black
Kia Seltos,2021,35836,21392,0,1,Blue,Black
Acura MDX,2020,27707,29464,0,1,White,Beige
Chevrolet Silverado 1500,2023,114,48995,0,1,White,Black
Toyota Tacoma,2018,27599,30998,0,1,Silver,Gray
Toyota RAV4,2022,37662,25994,0,1,White,Brown
Kia K5,2022,27065,19889,0,1,White,Black
BMW X3,2021,24994,31963,0,1,Black,Black
Toyota Sienna,2016,98891,16988,1,2,White,Gray
Toyota Corolla,2009,150862,5980,0,1,Gray,Gray
Honda Civic,2013,91679,14599,0,1,Brown,Black
Volkswagen Tiguan,2020,34122,18250,0,1,Black,Black
Land Rover Range Rover Evoque,2023,8503,40777,0,1,Gray,Black
Jeep Gladiator,2020,44093,30986,0,2,White,Black
Chevrolet Trax,2020,34932,15598,1,1,Black,Black
Jeep Wrangler,2012,94871,16980,0,2,White,Black
Chevrolet Tahoe,2020,19394,48998,0,2,Blue,Black
Kia Sportage,2021,58004,15997,0,1,Red,Black
Kia Forte,2023,21993,18980,0,1,Gray,Black
Toyota Sienna,2013,123281,16998,0,1,Gray,Black
Kia Rio,2020,31644,14777,2,1,Black,Black
Ford Escape,2019,69418,14900,1,1,White,Gray
Kia Sportage,2020,17869,17444,0,1,Gray,Black
Honda CR-V,2021,43092,23518,0,1,Silver,Gray
Ford F-150,2014,92666,18995,0,2,Black,Gray
Kia Forte,2021,19080,18587,0,1,Gray,Black
Jaguar F-PACE,2020,36276,32498,0,1,Black,Unknown
Toyota Corolla Cross,2022,55639,20938,1,1,Black,Black
Ram 1500 Classic,2022,5833,23720,0,1,White,Black
Acura MDX,2022,19654,47998,0,1,White,Black
Toyota Mirai,2019,39425,11999,0,2,Silver,Unknown
Dodge Charger,2018,111955,17885,1,3,Black,Black
Ford F-150,2019,65277,50999,0,1,Silver,Black
Kia Forte,2022,11164,17345,1,2,Gray,Black
Dodge Challenger,2020,21595,46998,1,1,Blue,Black
Honda Pilot,2012,84011,20998,0,1,Black,Black
Nissan Sentra,2017,83097,8995,0,2,Gray,Black
Toyota Corolla,2021,51414,19819,0,2,White,Gray
Hyundai Elantra,2018,80798,16998,0,3,Blue,Black
Honda CR-V,2020,27752,25998,1,1,White,Black
Volkswagen Tiguan,2020,30203,20500,0,1,Silver,Black
Ford Explorer,2020,28941,28998,0,1,Red,Black
Honda Accord,2020,107595,18330,0,1,Gray,Black
Volkswagen Jetta,2020,50867,16331,0,1,Gray,Black
Toyota Prius,2021,42749,22990,0,1,Silver,Black
Ford F-150,2019,102015,22489,0,1,White,Black
Porsche Macan,2023,4309,52881,0,1,Gray,Black
Acura RDX,2017,80884,17500,0,1,Red,Beige
Jeep Wrangler,2021,25948,41152,0,2,Black,Black
Ford Explorer,2021,30871,31998,0,1,Black,Black
Jeep Wrangler,2019,57421,33998,0,1,Gray,Black
Ford Escape,2020,58381,19998,0,2,White,Gray
Dodge Durango,2014,135292,12999,0,2,Gray,Black
Lexus RX,2020,29135,36225,0,1,Gray,Beige
Toyota Camry,2021,30017,27998,1,1,White,Black
Ford Mustang,2019,34211,22998,0,1,Silver,Black
Chevrolet Malibu,2022,30848,18998,0,2,Gray,Gray
Subaru Outback,2023,2220,38600,0,1,White,Gray
Ford Explorer,2020,44280,25606,0,1,White,Beige
Jeep Wrangler,2018,20700,31998,0,2,Gray,Black
Chevrolet Silverado 1500,2021,41606,36485,0,1,White,Black
Subaru Forester,2021,15539,23349,0,1,Black,Gray
Kia Optima,2020,85298,15998,0,2,White,Black
Chevrolet Silverado 1500,2023,2756,53888,0,1,Gray,Black
BMW 3 Series,2021,11716,33999,0,1,Blue,Black
Toyota Camry,2015,72858,15991,0,1,Gray,Gray
Ford Transit Cargo Van,2019,52902,34997,0,1,White,Gray
Ford Explorer,2018,54567,19900,2,3,Black,Black
Ford Escape,2019,76075,13995,0,1,Black,Gray
Ford Bronco Sport,2022,10843,27095,0,1,Silver,Gray
Chevrolet Silverado 1500,2023,3201,51995,0,2,White,Black
Toyota RAV4,2021,71009,22950,0,1,White,Black
Jeep Grand Cherokee,2020,51609,20991,1,1,Black,Black
Chevrolet Trailblazer,2022,5086,21488,0,1,White,Black
Chevrolet Equinox,2020,21350,16995,0,1,Gray,Gray
GMC Terrain,2021,21991,22498,0,1,White,Black
Chevrolet Express Cargo Van,2017,117697,18998,0,1,White,Gray
Toyota Tacoma,2017,31648,29998,0,2,Blue,Gray
Mercedes-Benz CLA,2021,28977,29998,0,1,Black,Black
Lexus ES,2020,20520,30900,0,1,Black,Black
Ford Super Duty F-250,2020,85864,28950,0,1,White,Black
Nissan Sentra,2020,27966,20998,0,1,Blue,Beige
Chevrolet Equinox,2020,14250,23998,0,1,Blue,Black
Subaru Outback,2021,9366,29998,0,1,Black,Beige
Honda Odyssey,2016,108986,16998,0,1,Blue,Unknown
BMW 3 Series,2018,34302,23998,0,2,Black,Black
BMW X5,2018,35165,31998,0,1,Black,Black
Toyota RAV4,2018,50762,22998,0,2,Gray,Black
Toyota Corolla,2015,47326,18998,0,2,Blue,Black
Mazda CX-5,2016,65687,17998,0,2,White,Black
Chevrolet Silverado 1500,2018,40385,30998,0,1,Black,Black
Toyota Prius,2015,78823,17998,0,2,Gray,Gray
Subaru Crosstrek,2021,33075,25500,0,1,Black,Black
Toyota Corolla,2021,53198,17898,0,1,Gray,Gray
Ford F-150,2019,104679,20998,0,1,White,Gray
BMW X3,2021,40812,29411,1,1,White,Black
Mercedes-Benz E-Class,2005,107275,6495,2,3,Tan,Gray
Toyota Corolla,2021,27605,19995,0,1,White,Black
Jeep Patriot,2015,147993,6889,0,3,White,Gray
Mazda CX-5,2021,20647,24750,0,1,Black,Black
Chrysler 300,2016,163262,11997,0,2,Black,Beige
Mercedes-Benz GLC,2023,9390,52880,0,1,Black,Black
Lexus RX,2020,34298,34998,0,1,Blue,Gray
Honda Passport,2021,32009,24381,2,1,Gray,Black
Jeep Cherokee,2019,62675,17777,1,3,Red,Black
Nissan Rogue Sport,2020,74943,15995,1,3,Gray,Black
Toyota Camry,2018,11043,28998,0,2,Blue,Black
Toyota Tacoma,2021,23998,32995,0,2,Silver,Gray
Mercedes-Benz S-Class,2020,28400,56656,0,1,Black,Black
Acura TLX,2021,41046,27236,0,1,White,Black
BMW 4 Series,2016,98285,15595,0,3,White,Unknown
Toyota C-HR,2019,40322,18795,0,2,Gray,Black
Ram 1500,2021,6006,42987,0,1,White,Black
Ford Escape,2020,21420,21998,0,1,Gray,Beige
Ford Escape,2020,27318,20998,0,1,Black,Gray
Audi Q5,2010,158250,4995,1,1,Gray,Black
Ford Econoline Cargo Van,2013,118282,13885,0,1,White,Gray
Audi Q3,2021,18982,27993,0,1,Gray,Black
Jeep Grand Cherokee WK,2021,60994,25995,0,1,Silver,Black
Nissan Sentra,2021,38250,17414,0,2,Black,Black
Nissan Altima,2015,72041,9695,1,2,Red,Black
BMW 3 Series,2021,48625,38999,0,1,Black,Black
Toyota Tacoma,2021,48472,29998,0,1,Silver,Gray
Chevrolet Equinox,2020,29350,21998,1,1,Gray,Black
Honda HR-V,2021,40688,21257,1,1,White,Black
BMW X3,2021,36680,28998,0,1,White,Black
Mercedes-Benz CLA,2023,10987,38071,0,1,Black,Black
Toyota Camry,2021,30566,25998,0,1,White,Gray
Honda Accord,2020,22455,25381,0,1,Silver,Gray
Toyota Corolla,2021,63930,16988,0,1,White,Black
Jaguar XF,2013,111040,7777,1,3,Red,Beige
Honda Civic,2020,41624,19251,0,1,Gray,Black
Ford Expedition,2020,41792,47495,0,2,White,Black
Toyota RAV4,2021,62815,24994,1,2,White,Black
Acura MDX,2020,42221,30998,1,1,Gray,Black
Ford F-150,2021,63699,33900,0,1,White,Black
Mercedes-Benz C-Class,2020,20556,30998,0,1,Black,Black
Mercedes-Benz GLC,2021,60901,25600,0,1,White,Gray
Land Rover Range Rover Evoque,2020,63634,24888,0,1,Black,Black
Chevrolet Malibu,2017,25561,18998,0,1,Red,Black
Porsche Boxster,2016,42202,40912,1,2,Black,Black
Ford F-150,2021,41032,35998,0,1,White,Gray
Nissan Altima,2016,85000,10995,0,3,Blue,Black
Audi Q5,2022,5030,37405,0,1,Black,Black
Lexus RX,2018,44251,29488,0,2,Gray,Black
MINI Hardtop,2021,31100,19999,1,1,White,Black
Toyota Highlander,2021,27030,34995,0,1,Black,Gray
Toyota Tundra,2021,17070,45998,1,1,Gray,Gray
Lincoln MKX,2013,142018,9998,1,1,Silver,Gray
Ford Super Duty F-250,2019,135320,21998,0,1,White,Gray
BMW X3,2020,25887,27411,0,1,Silver,Black
Ford F-150,2022,10142,37998,0,1,Blue,Black
Hyundai Elantra,2016,65914,8650,4,2,Black,Gray
Mazda CX-90,2024,3459,50491,0,1,Red,White
Honda Civic,2013,124932,11268,2,5,Black,Black
Jeep Grand Cherokee WK,2021,35788,27995,0,1,White,Black
Lexus RX,2021,53980,33998,1,2,Silver,Gray
Honda Civic,2021,21823,22588,0,1,Gray,Black
Ford Fusion,2018,63730,16998,0,3,White,Black
Scion xB,2014,109345,7949,1,2,White,Black
Toyota Mirai,2021,32197,14990,0,1,White,Black
Toyota Corolla,2021,41380,19998,0,1,Blue,Black
Subaru Outback,2023,5348,34100,0,1,Green,Gray
Jeep Gladiator,2021,26719,34998,0,1,Black,Black
GMC Sierra 1500,2015,46841,25489,0,1,Gray,Black
Ford F-150,2013,111450,15995,0,2,White,Gray
Toyota Corolla,2015,59986,14482,1,3,Black,Gray
Land Rover Discovery Sport,2017,102168,13999,0,4,Black,Black
Ford Fusion,2017,114722,11995,0,4,White,Black
Ram 1500,2020,58499,30998,0,2,White,Black
Mercedes-Benz GLE,2022,10504,95295,0,1,Silver,Black
Jeep Cherokee,2019,29907,20457,0,1,Black,Black
Lexus IS,2021,25598,31991,0,1,White,Red
Chevrolet Equinox,2020,30317,17800,0,1,Gray,Gray
Toyota Camry,2018,76480,17929,0,2,White,Black
Jaguar XJ,2018,30267,32991,1,2,Black,Black
Nissan Sentra,2017,73181,10797,0,1,White,Black
Jeep Cherokee,2019,54659,20998,3,3,Black,Black
Hyundai Sonata,2021,29325,24495,0,1,Gray,Gray
Ford Fiesta,2014,119943,4495,0,3,White,Unknown
Honda Accord,2014,130330,10299,2,2,Black,Beige
Toyota Sienna,2014,145219,9995,2,3,Gray,Gray
Ford Explorer,2021,29187,39988,0,1,Blue,Black
Volkswagen Tiguan,2021,15685,21199,0,1,Black,Black
Alfa Romeo Giulia,2023,25,38844,0,1,White,Black
Nissan Altima,2019,50720,23998,1,2,Black,Black
Ram 1500,2020,35608,38998,0,1,Black,Black
BMW 2 Series,2020,9800,30696,0,1,Gray,Black
Chevrolet Equinox,2018,93999,12998,0,1,White,Gray
Acura MDX,2020,18718,32986,0,1,Gray,Black
Hyundai Santa Fe Sport,2014,83307,12498,1,1,Silver,Gray
Toyota Corolla,2015,72921,17998,0,2,Black,Black
Jeep Gladiator,2020,28769,39998,0,2,White,Black
Jeep Wrangler,2018,57849,31998,1,1,White,Black
Hyundai Sonata,2016,87333,14998,0,3,Brown,Beige
Nissan Kicks,2018,20185,19998,0,1,Silver,Black
Volkswagen Atlas,2019,38711,25998,0,1,White,Black
Toyota Tacoma,2021,37852,39998,0,1,Silver,Black
Mercedes-Benz GLK,2015,67764,19998,0,4,White,Unknown
Ford Thunderbird,2002,1357,22000,0,1,Yellow,Yellow
BMW X3,2021,36510,29995,0,1,White,Black
Volkswagen Jetta,2019,55802,18998,0,1,Silver,Black
Dodge Ram 1500,2006,143127,9895,0,3,Unknown,Unknown
Toyota C-HR,2021,59626,21400,0,1,White,Black
Chrysler Town & Country,2016,108178,11998,0,2,Gray,Black
Kia Forte,2021,21043,17941,0,1,Blue,Black
Lexus RX,2021,38887,39991,1,1,Silver,Black
Subaru WRX,2016,25253,29998,0,3,Red,Black
INFINITI Q50,2016,137779,9448,0,2,White,Beige
Subaru Impreza,2024,3804,24469,0,1,Blue,Black
Mercedes-Benz C-Class,2017,41085,20500,0,2,Black,Black
BMW 5 Series,2023,11651,46888,0,2,Black,Black
Hyundai Kona,2020,22843,20998,0,2,Silver,Black
Lexus UX,2021,31903,27980,1,1,White,Black
Toyota Corolla,2017,104323,12494,0,2,White,Black
Toyota RAV4,2023,26309,27994,0,1,Silver,Black
Chevrolet Colorado,2018,69981,21998,1,2,Gray,Black
Lexus IS,2016,31351,21720,1,1,Black,Black
Acura RDX,2021,22980,28466,0,1,Gray,Black
Dodge Challenger,2013,125240,11988,1,2,Black,Gray
Mercedes-Benz C-Class,2023,9165,47908,0,1,Gray,Brown
BMW 2 Series,2022,8177,32997,0,1,Black,Black
Toyota C-HR,2021,44826,21960,0,2,Gray,Black
Chrysler 300,2013,96026,12996,0,1,White,Black
Acura RDX,2021,10748,32000,0,1,Silver,Black
Porsche Macan,2023,7627,54983,0,1,White,Black
Honda HR-V,2021,21962,19999,0,1,Black,Black
Audi Q7,2023,13787,65346,0,1,Black,Black
Toyota RAV4,2018,29341,21488,0,1,Silver,Black
Volvo S60,2020,21188,27998,0,2,White,Black
Ford F-150,2021,61472,33900,1,1,Black,Black
Chevrolet Silverado 1500,2021,48331,33998,1,1,Gray,Black
Mazda Mazda3,2013,113781,9495,3,1,White,Black
Land Rover Range Rover Sport,2020,27983,50888,0,2,White,Black
Ford Fusion,2017,96774,17998,0,3,Silver,Unknown
Ram 1500,2019,49845,31998,0,2,Gray,Black
INFINITI QX60,2014,84525,14495,0,1,Black,Gray
Jeep Gladiator,2022,3900,42998,0,1,Silver,Black
Toyota Tacoma,2022,42477,36500,0,2,Silver,Gray
Chevrolet Malibu,2022,31864,20998,1,1,Black,Black
Kia Seltos,2021,23936,22000,0,2,White,Black
Honda Odyssey,2011,178527,9554,0,3,White,Gray
BMW 5 Series,2014,105006,11261,0,2,Gray,Black
Jeep Wrangler,2021,49638,28998,0,1,Black,Black
Ram 1500 Classic,2019,39860,28998,0,1,Black,Black
Kia Forte,2021,34669,19361,0,1,White,Black
Jeep Compass,2020,28857,22998,0,2,Gray,Black
GMC Sierra 1500,2018,76896,35998,1,1,White,Black
Mercedes-Benz C-Class,2020,15038,32072,0,1,Black,Black
GMC Sierra 1500,2021,20382,46995,0,1,Gray,Black
Porsche Macan,2023,5183,54983,0,1,Red,Black
Honda Civic,2016,52912,17998,0,2,Black,Black
Ford F-150,2020,40282,38998,0,3,Gray,Black
BMW 3 Series,2020,25563,25965,0,1,Black,Black
Volkswagen Tiguan,2020,43990,19998,1,1,Gray,Black
Nissan Altima,2022,5165,25998,0,1,White,Black
Volkswagen Atlas,2019,83063,17963,0,1,Red,Beige
Ford Super Duty F-350,2019,59269,38998,0,1,White,Gray
Chevrolet Tahoe,2023,14724,70000,0,1,Black,Black
Mercedes-Benz GLA,2020,46300,22000,1,2,Black,Black
Jeep Wrangler,2020,36667,31998,0,1,Blue,Black
Ford F-150,2004,90679,10900,0,1,White,Gray
Mazda CX-5,2021,43421,21837,0,1,Black,Black
Toyota Sienna,2020,45457,28263,0,1,White,Gray
Chevrolet Malibu,2022,37960,20998,0,1,White,Black
Chevrolet Trailblazer,2022,17582,22888,0,1,Black,Black
BMW X3,2021,38424,28994,1,1,Blue,Brown
Ram 1500,2020,20820,41998,0,1,Black,Black
Acura MDX,2020,32255,29998,0,2,Black,Unknown
Lexus RX,2021,19205,38998,2,1,Black,Unknown
Ram 1500,2019,20223,34998,0,1,White,Black
Volkswagen Tiguan,2020,26130,22998,0,1,Black,Gray
Nissan Altima,2022,29182,19998,1,2,Gray,Black
Ford Explorer,2020,34328,30998,0,1,Blue,Black
Nissan Altima,2017,95696,11995,0,2,White,Black
BMW X6,2023,8885,81999,0,1,Gray,Black
Volkswagen Atlas Cross Sport,2020,27839,27998,0,1,Gray,Black
Ford Super Duty F-250,2015,103609,31995,0,4,Gray,Black
Ford Escape,2022,26521,28468,0,1,Gray,Black
Volkswagen Tiguan,2021,29540,19500,0,1,Black,Gray
Honda Civic,2015,150105,8495,2,1,Gray,Black
BMW 3 Series,2020,24655,29998,0,1,Black,Beige
Ford Escape,2013,98601,8995,2,3,Silver,Unknown
Mercedes-Benz R-Class,2009,120694,9495,1,3,Black,Black
Mercedes-Benz GLC,2022,27894,29999,0,2,Gray,Gray
Honda CR-V,2021,50220,22992,0,1,Gray,Unknown
Honda Civic,2021,26510,24135,0,1,White,Black
